"name","class_id"
"glucose-1-phosphate",NULL
"glucosulfone",5770
"glucurolactone",6094
"glucuronamide",7723
"glucuronamide",4617
"glucuronamide",7712
"glutamic acid",6791
"glutamine",4394
"glutaral",NULL
"glutathione",NULL
"glutethimide",NULL
"glybuthiazol",4949
"glybuzole",6603
"glycerol",4653
"glycerol phenylbutyrate",NULL
"glyceryl trinitrate",6737
"glycerylphosphorylcholine",6632
"glycine",NULL
"glycobiarsol",7530
"glycol salicylate",6291
"glycolic acid",7338
"glyconiazide",6446
"glycopyrronium bromide",NULL
"glycyclamide",NULL
"glycyrrhizic acid",NULL
"glyhexamide",NULL
"glymidine",4266
"glypinamide",6863
"golimumab",NULL
"golodirsen",NULL
"gonadorelin",NULL
"goserelin",6423
"gossypol",4568
"gramicidin",7466
"granisetron",7740
"granisetron",4899
"granisetron",7744
"granisetron",7717
"grapiprant",NULL
"grazoprevir",NULL
"grepafloxacin",4401
"griseofulvin",4990
"guabenxan",6199
"guacetisal",4467
"guaiacol",6318
"guaiacol benzoate",5462
"guaiacol benzoate",7709
"guaiacol carbonate",NULL
"guaiacol phosphate",NULL
"guaiapate",5255
"guaiapate",7709
"guaiazulen",NULL
"guaifenesin",NULL
"guaimesal",5428
"guamecycline",5752
"guanabenz",NULL
"guanacline",4657
"guanadrel",NULL
"guanazodine",NULL
"guancidine",NULL
"guanethidine",5900
"guanfacine",5195
"guanidine",5913
"guanoclor",7254
"guanoxabenz",7756
"guanoxabenz",4762
"guanoxan",NULL
"guselkumab",NULL
"gusperimus",5613
"hachimycin",7698
"hachimycin",7455
"halazepam",NULL
"halcinonide",3924
"haletazole",5352
"halocarban",6755
"halofantrine",6838
"halofuginone",NULL
"halometasone",6802
"haloperidol",7113
"haloperidol decanoate",NULL
"halopredone acetate",5849
"haloprogin",5942
"halopropane",NULL
"halothane",5487
"haloxazolam",7735
"haloxazolam",7709
"haloxazolam",7720
"haloxazolam",6018
"haloxazolam",7711
"haloxon",NULL
"helium",NULL
"hematin",7255
"hematoporphyrin",NULL
"hemin",NULL
"hemoglobin glutamer-200 (bovine)",NULL
"heparin",4529
"hepronicate",NULL
"heptabarb",NULL
"heptaminol",6101
"heptobarbital",7756
"heptobarbital",7755
"heptobarbital",7711
"heptobarbital",5511
"hesperetin",NULL
"hetacillin",6517
"hexachlorophene",4881
"hexafluronium",7737
"hexafluronium",4797
"hexamethonium",4280
"hexamidine",5073
"hexapropymate",5931
"hexcarbacholine",NULL
"hexestrol",5623
"hexetidine",4667
"hexobarbital",4211
"hexobendine",5107
"hexocyclium",4932
"hexoprenaline",NULL
"hexylcaine",4790
"hexyldecanoic acid",NULL
"hexylresorcinol",NULL
"hidrosmin",7029
"histamine",5686
"histapyrrodine",4335
"histidine",7749
"histidine",5451
"histidine",7711
"histrelin",NULL
"homarylamine",3973
"homatropine",6754
"homocamfin",NULL
"homochlorcyclizine",5524
"homofenazine",NULL
"homonicotinic acid",4648
"homonicotinic acid",7715
"homosalate",5945
"hopantenic acid",3970
"hyaluronic acid",5316
"hyaluronidase",3868
"hycanthone",7715
"hycanthone",4999
"hycanthone",7711
"hydracarbazine",NULL
"hydralazine",5836
"hydrochloric acid",7258
"hydrochlorothiazide",6696
"hydrocodone",5557
"hydrocortamate",6407
"hydrocortisone",5313
"hydrocortisone aceponate",6195
"hydrocortisone acetate",NULL
"hydrocortisone butyrate",7109
"hydrocortisone cypionate",5432
"hydrocortisone phosphate",NULL
"hydrocortisone probutate",NULL
"hydrocortisone succinate",3940
"hydrocortisone succinate",7733
"hydrocortisone succinate",7709
"hydrocortisone valerate",3920
"hydroflumethiazide",4128
"hydrofluoric acid",3915
"hydrogen peroxide",NULL
"hydromorphone",3953
"hydroquinidine",6031
"hydroquinine",7259
"hydroquinone",6921
"hydroxocobalamin",NULL
"hydroxocobalamin acetate",7337
"hydroxyamfetamine",NULL
"hydroxycarbamide",NULL
"hydroxychloroquine",5947
"hydroxyestrone diacetate",5187
"hydroxyethylpromethazine",NULL
"hydroxymethylnicotinamide",6024
"hydroxypethidine",6866
"hydroxypethidine",7737
"hydroxyprogesterone caproate",4686
"hydroxyproline",NULL
"hydroxystilbamidine",5839
"hydroxytetracaine",5080
"hydroxyzine",NULL
"hygromycin b",NULL
"hymecromone",NULL
"hyoscyamine",6315
"ibacitabine",7261
"ibalizumab",NULL
"ibandronic acid",6706
"ibopamine",4336
"ibrexafungerp",NULL
"ibritumomab tiuxetan",7737
"ibritumomab tiuxetan",3892
"ibritumomab tiuxetan",7735
"ibrutinib",7487
"ibudilast",7106
"ibufenac",5156
"ibuprofen",5708
"ibuprofen guaiacol ester",6503
"ibuprofen piconol",5816
"ibuproxam",7756
"ibuproxam",7737
"ibuproxam",4726
"ibutilide",4640
"icatibant",NULL
"iclaprim",7262
"icodextrin",NULL
"icosapent ethyl",5499
"icotinib",NULL
"idanpramine",7263
"idanpramine",7737
"idanpramine",7735
"idarubicin",7101
"idarucizumab",3852
"idebenone",4101
"idebenone",7748
"idelalisib",7558
"idoxuridine",4505
"idrocilamide",5998
"idursulfase",7587
"idursulfase beta",NULL
"ifenprodil",NULL
"ifosfamide",4179
"iguratimod",7562
"ilaprazole",6583
"ilaprazole",7755
"iloperidone",NULL
"iloprost",7715
"iloprost",4954
"imatinib",4068
"imdevimab",NULL
"imeglimin",NULL
"imepitoin",NULL
"imiclopazine",4214
"imidacloprid",NULL
"imidafenacin",7570
"imidapril",4061
"imidocarb",NULL
"imiglucerase",7601
"imipenem",6653
"imipramine",NULL
"imipramine oxide",4563
"imiquimod",4908
"imlifidase",NULL
"imolamine",4778
"improsulfan",6982
"imrecoxib",NULL
"inaperisone",4470
"incadronic acid",7709
"incadronic acid",6698
"incadronic acid",7735
"incadronic acid",7737
"inclisiran",NULL
"indacaterol",NULL
"indalpine",5760
"indanazoline",5663
"indapamide",6746
"indecainide",7748
"indecainide",4560
"indeloxazine",4075
"indenolol",6002
"indigo carmine",NULL
"indinavir",5377
"indisetron",4472
"indobufen",5002
"indocyanine green",5017
"indomethacin",NULL
"indoprofen",3946
"indoramin",6025
"inebilizumab",NULL
"infigratinib",NULL
"infliximab",3898
"ingenol mebutate",NULL
"inosine",6156
"inosine pranobex",7266
"inositol",NULL
"inositol nicotinate",NULL
"inotersen ",NULL
"inotuzumab ozogamicin",NULL
"inqovi",NULL
"insulin aspart",3889
"insulin beef",NULL
"insulin degludec",7634
"insulin detemir",3893
"insulin glargine",7569
"insulin glulisine",7678
"insulin human",7658
"insulin lispro",7657
"insulin pork",NULL
"interferon alfa-2b",NULL
"interferon beta-1a",NULL
"interferon beta-1b",NULL
"intoplicine",5210
"inulin",NULL
"iobenguane (123I)",5562
"iobenguane (131I)",7267
"iobenzamic acid",4646
"iobitridol",NULL
"iocarmic acid",5382
"iocetamic acid",4313
"iodamide",6661
"iodinated casein",NULL
"iodinated glycerol",5578
"iodinated glycerol",7709
"iodine",7735
"iodine",7202
"iodine",7754
"iodixanol",4546
"iodocholesterol (131I)",7268
"iodoform",7269
"iodohippurate sodium I125",NULL
"iodohippurate sodium I131",7508
"iodol",4203
"iodothiouracil",NULL
"iodoxamic acid",NULL
"iofendylate",NULL
"Iofetamine (123I)",4238
"Ioflupane I-123",NULL
"ioglicic acid",7270
"ioglycamic acid",NULL
"iohexol",4210
"iomazenil (123I)",NULL
"iomeglamic acid",6888
"iomeprol",5572
"iopamidol",3949
"iopanoic acid",4427
"iopentol",4690
"iophenoic acid",7748
"iophenoic acid",4172
"iopodic acid",4035
"iopromide",4660
"iopronic acid",NULL
"iopydol",7271
"iotalamic acid",6604
"iotrolan",4065
"iotroxic acid",5169
"ioversol",6193
"ioxaglic acid",NULL
"ioxilan",4719
"ioxitalamic acid",7272
"ipidacrine",7485
"ipilimumab",7632
"ipragliflozin",3912
"ipratropium",5737
"iprazochrome",7739
"iprazochrome",6304
"ipriflavone",5431
"ipriflavone",7755
"iprindole",5261
"iproclozide",5685
"iproheptine",4389
"iproniazid",NULL
"irbesartan",7091
"irinotecan",NULL
"irofulven",4516
"iron",NULL
"iron dextran",NULL
"iron pentacarbonyl",7147
"irsogladine",5517
"isatuximab",NULL
"isavuconazonium",NULL
"isaxonine",4513
"isepamicin",6059
"isoaminile",6855
"isoaminile",7709
"isobromindione",4129
"isocarboxazid",NULL
"isoconazole",NULL
"isoetarine",6637
"isofezolac",NULL
"isoflupredone acetate",7636
"isoflurane",NULL
"isoleucine",NULL
"isomethadone",6509
"isometheptene",NULL
"isoniazid",4861
"isonixin",4007
"isoprenaline",6109
"isopromethazine",NULL
"isopropamide",7711
"isopropamide",7749
"isopropamide",4845
"isopropanol",NULL
"isosorbide",7110
"isosorbide dinitrate",6409
"isosorbide dinitrate",7756
"isosorbide mononitrate",4826
"isosulfan blue",3919
"isothipendyl",5512
"isotretinoin",6372
"isovaleryl diethylamide",4497
"isoxepac",6004
"isoxicam",NULL
"isoxsuprine",6170
"isradipine",5186
"istradefylline",7559
"itopride",7728
"itopride",7031
"itopride",7722
"itopride",7707
"itraconazole",7709
"itraconazole",7736
"itraconazole",6877
"itraconazole",7712
"itramin tosilate",7273
"ivabradine",5000
"ivacaftor",NULL
"ivermectin",NULL
"ivosidenib",NULL
"ixabepilone",6498
"ixazomib",7687
"ixekizumab",NULL
"josamycin",4753
"kainic acid",NULL
"kanamycin",6339
"kebuzone",NULL
"keracyanin",NULL
"ketamine",NULL
"ketanserin",7720
"ketazolam",5673
"ketobemidone",7741
"ketobemidone",5822
"ketoconazole",NULL
"ketoprofen",7709
"ketoprofen",7708
"ketoprofen",5474
"ketoprofen",7723
"ketorolac",4069
"ketotifen",5267
"ketoxal",5422
"khellin",5308
"kinetin",NULL
"kojic acid",5467
"krypton (81mKr) gas",7755
"krypton (81mKr) gas",7274
"kt-136",5725
"labetalol",6080
"lacidipine",4798
"lacosamide",NULL
"lactic acid",4165
"lactitol",NULL
"lactose",5318
"lactulose",5705
"lafutidine",NULL
"laidlomycin propionate potassium",NULL
"lamivudine",5315
"lamivudine",7709
"lamivudine",7712
"lamotrigine",5140
"lanadelumab",NULL
"lanatoside C",NULL
"landiolol",4788
"laninamivir octanoate hydrate",7502
"lanoconazole",5689
"lanreotide",NULL
"lansoprazole",3986
"lanthanum carbonate",7275
"lapatinib",6133
"lapyrium chloride",6476
"laquinimod",7505
"laronidase",7651
"laropiprant",5987
"larotrectinib",NULL
"lasalocid",NULL
"lascufloxacin",NULL
"lasmiditan",NULL
"lasofoxifene",NULL
"latamoxef",NULL
"latanoprost",4375
"latanoprostene bunod",NULL
"lauroguadine",6330
"ledipasvir",7567
"lefamulin",NULL
"lefetamine",6659
"leflunomide",4619
"leiopyrrole",4465
"lemborexant",NULL
"lenalidomide",6209
"lenampicillin",6447
"lenograstim",NULL
"lentinan",4736
"lenvatinib",7609
"lenvatinib",7735
"lepirudin",NULL
"lercanidipine",NULL
"lesinurad",7695
"lesinurad",7715
"lesinurad",7709
"leteprinim",NULL
"letermovir",NULL
"letosteine",3965
"letrozole",NULL
"leucine",5592
"leucinocaine",NULL
"leucovorin",NULL
"leuprorelin",NULL
"levallorphan",4582
"levamfetamine",6733
"levamisole",6744
"levamlodipine",6949
"levdobutamine",5498
"levetiracetam",6012
"levisoprenaline",NULL
"levmetamfetamine",7334
"levobetaxolol",NULL
"levobunolol",4404
"levobupivacaine",6912
"levocabastine",NULL
"levocarnitine",4663
"levocarnitine propionate",5706
"levocetirizine",5326
"levodopa",6240
"levodropropizine",6521
"levofacetoperane",7073
"levofacetoperane",7735
"levofacetoperane",7737
"levofacetoperane",7709
"levofloxacin",7023
"levofolinic acid",6192
"levomefolic acid",7313
"levomenol",NULL
"levomenthol",6666
"levomepromazine",5560
"levomethadone",7276
"levomethadyl acetate",6774
"levomilnacipran",NULL
"levomoprolol",NULL
"levonorgestrel",4970
"levopropoxyphene",4383
"levornidazole",NULL
"levorphanol",4545
"levosalbutamol",6914
"levosimendan",5388
"levosulpiride",5820
"levothyroxine",5853
"levoverbenone",7280
"lidamidine",5898
"lidocaine",7081
"lidofenin",6546
"lidoflazine",NULL
"lifitegrast",NULL
"limaprost",4316
"linaclotide",NULL
"linagliptin",NULL
"lincomycin",6960
"lindane",4614
"linezolid",4220
"linoleic acid",NULL
"linolenic acid",7310
"linopirdine",7281
"linsidomine",7282
"liothyronine",NULL
"lipegfilgrastim",NULL
"liraglutide",NULL
"liranaftate",5490
"lisdexamfetamine",6526
"lisinopril",6962
"lisuride",4761
"lithium carbonate",NULL
"lithium citrate",7217
"lithium succinate",7283
"lividomycin",NULL
"lixisenatide",7494
"lobeglitazone",NULL
"lobenzarit",4580
"lobenzarit",7709
"lobenzarit",7750
"lodoxamide",6105
"lofepramine",NULL
"lofexidine",7709
"lofexidine",7715
"lofexidine",4941
"lofexidine",7737
"loflucarban",6028
"lomefloxacin",NULL
"lomerizine",5151
"lomifylline",NULL
"lomitapide",7402
"lomustine",NULL
"lonafarnib",NULL
"lonapegsomatropin",NULL
"lonazolac",NULL
"loncastuximab tesirine",NULL
"lonidamine",5588
"lonoctocog alfa",NULL
"loperamide",NULL
"loperamide oxide",4841
"lopinavir",NULL
"loprazolam",6065
"loprodiol",5150
"loracarbef",5459
"loracarbef",7709
"loracarbef",7717
"loracarbef",7735
"lorajmine",6967
"loratadine",6551
"lorazepam",NULL
"lorcainide",6823
"lorcaserin",NULL
"loretin",6312
"lorlatinib",NULL
"lormetazepam",4230
"lornoxicam",5081
"lorpiprazole",NULL
"losartan",NULL
"loteprednol etabonate",NULL
"lotilaner",NULL
"lovastatin",4722
"loxapine",5659
"loxiglumide",6734
"loxoprofen",6927
"lubabegron",NULL
"lubeluzole",NULL
"lubiprostone",4930
"lucanthone",4192
"lucimycin",NULL
"lucinactant",NULL
"lufenuron",NULL
"luliconazole",7491
"lumacaftor",7659
"lumasiran",NULL
"lumateperone",NULL
"lumefantrine",3990
"lumiracoxib",5611
"luprostiol",NULL
"lurasidone",NULL
"lurbinectedin",NULL
"luseogliflozin",3913
"luspatercept",NULL
"lusutrombopag",7681
"lutein",NULL
"luteinizing hormone",NULL
"lutetium (177Lu) oxodotreotide",NULL
"lutetium (177Lu) vipivotide tetraxetan",NULL
"lutropin alfa",NULL
"lycopene",7309
"lymecycline",NULL
"lynestrenol",5243
"lypressin",NULL
"lysergide",5515
"lysine",5030
"lysine acetate",3937
"mabuprofen",6471
"mabuterol",6581
"macimorelin",NULL
"macitentan",7486
"macrogol",NULL
"maduramicin",NULL
"mafenide",5090
"maftivimab",NULL
"magaldrate",7595
"magnesium acetate",7715
"magnesium acetate",3934
"magnesium aspartate",7700
"magnesium carbonate",NULL
"magnesium chloride",NULL
"magnesium citrate",NULL
"magnesium gluconate",7220
"magnesium hydroxide",NULL
"magnesium lactate",7737
"magnesium lactate",7285
"magnesium levulinate",7286
"magnesium orotate",7287
"magnesium oxide",NULL
"magnesium peroxide",7288
"magnesium phosphate",7289
"magnesium pidolate",7290
"magnesium salicylate",7215
"magnesium silicate",7218
"magnesium sulfate",NULL
"malathion",6176
"malotilate",7001
"maltose",7740
"maltose",4512
"mandelic acid",NULL
"mangafodipir",NULL
"manganese chloride",7225
"manganese chloride",7698
"manganese sulfate",7132
"manidipine",5258
"mannite hexanitrate",4700
"mannitol",6434
"mannomustine",6111
"mannosulfan",7291
"maprotiline",NULL
"maralixibat hydrochloride",NULL
"maraviroc",NULL
"marbofloxacin",NULL
"margetuximab",NULL
"maribavir",NULL
"maropitant",NULL
"masoprocol",4635
"mavacamten",NULL
"maxacalcitol",NULL
"mazaticol",7097
"mazindol",6677
"mazipredone",NULL
"mebanazine",7540
"mebendazole",NULL
"mebeverine",NULL
"mebhydrolin",6673
"mebicar",7279
"mebrofenin",5197
"mebutamate",NULL
"mebutizide",6787
"mecamylamine",5809
"mecasermin",3888
"mecasermin rinfabate",NULL
"mechlorethamine",5806
"mecillinam",5944
"meclocycline",6678
"meclofenamic acid",7709
"meclofenamic acid",7754
"meclofenamic acid",5843
"meclofenoxate",4702
"mecloqualone",5066
"mecloralurea",6321
"mecloxamine",5301
"meclozine",6488
"mecobalamin",7293
"mecysteine",4882
"medazepam",5653
"medetomidine",4083
"medibazine",5085
"medifoxamine",5862
"medrogestone",5555
"medroxalol",4202
"medroxyprogesterone",6003
"medrylamine",4215
"medrysone",NULL
"mefenamic acid",4537
"mefenorex",7720
"mefenorex",7756
"mefenorex",6092
"mefexamide",4380
"mefloquine",5123
"mefruside",5112
"mefuparib",NULL
"megestrol acetate",NULL
"meglumine",NULL
"meglumine antimonate",5607
"meglutol",4504
"meladrazine",NULL
"melarsomine",NULL
"melarsoprol",6090
"melatonin",4583
"meldonium",6069
"melengestrol acetate",NULL
"melevodopa",5957
"melinamide",6044
"melitracen",NULL
"meloxicam",5747
"meloxicam",7755
"melperone",5901
"melphalan",4113
"melphalan flufenamide",NULL
"memantine",7754
"memantine",5972
"menadiol sodium diphosphate",3877
"menadiol sodium diphosphate",7739
"menadiol sodium diphosphate",7738
"menadiol sodium diphosphate",7737
"menadiol sodium diphosphate",7735
"menadiol sulfate",5032
"menadione",4332
"menadione sodium bisulfite",4178
"menadoxime",5215
"menatetrenone",5050
"menbutone",NULL
"menthyl salicylate",7131
"meobentine",NULL
"mepacrine",4059
"mepartricin",7448
"mepenzolate",6232
"mephenesin",6345
"mephenesin carbamate",7756
"mephenesin carbamate",7737
"mephenesin carbamate",5281
"mephenesin carbamate",7717
"mephenoxalone",5122
"mephentermine",5492
"mephenytoin",6654
"mepindolol",4488
"mepiperphenidol",NULL
"mepiprazole",NULL
"mepitiostane",6143
"mepivacaine",4994
"mepixanox",5606
"mepolizumab",7679
"meprednisone",4701
"meprobamate",7720
"meprobamate",4974
"meproscillarin",NULL
"meprotixol",7350
"meprylcaine",5697
"meptazinol",NULL
"mepyramine",5125
"mequinol",NULL
"mequitazine",4297
"meradimate",7738
"meradimate",7200
"meradimate",7709
"meradimate",7727
"meradimate",7735
"meradimate",7756
"mercaptamine",NULL
"mercaptopurine",7709
"mercaptopurine",7754
"mercaptopurine",7726
"mercaptopurine",7737
"mercaptopurine",7735
"mercaptopurine",6920
"mercaptopurine",7756
"mercuric amidochloride",7458
"mercuric amidochloride",7698
"mercuric chloride",7459
"mercuric chloride",7698
"mercuric iodide",7461
"mercuric iodide",7698
"mercurochrome",7698
"mercurochrome",7460
"merethoxylline procaine",NULL
"meropenem",NULL
"mersalyl",7351
"mesalazine",7749
"mesalazine",7711
"mesalazine",4982
"mesna",5412
"mesoridazine",6945
"mestanolone",4681
"mesterolone",6269
"mestranol",6707
"mesulfen",5288
"metabutethamine",NULL
"metabutoxycaine",5741
"metaclazepam",7709
"metaclazepam",5585
"metaclazepam",7711
"metacycline",NULL
"metahexamide",4400
"metamfepramone",5256
"metamizole",7353
"metampicillin",6231
"metandienone",5297
"metapramine",6550
"metaraminol",4577
"metaxalone",NULL
"metergoline",NULL
"metesculetol",6077
"metformin",4244
"methacholine",4723
"methadone",5963
"methallatal",4766
"methallenestril",NULL
"methamphetamine",4658
"methandriol",5549
"methaniazide",5916
"methanthelinium",6047
"methaphenilene",5228
"methapyrilene",5278
"methaqualone",7749
"methaqualone",7754
"methaqualone",5214
"metharbital",NULL
"methargen",7093
"methazolamide",NULL
"methdilazine",6276
"methenamine",7755
"methenamine",6165
"methenolone",4398
"methestrol",6593
"methestrol dipropionate",NULL
"methiodal",6175
"methionine",NULL
"methiosulfonium chloride",7709
"methiosulfonium chloride",7711
"methiosulfonium chloride",6520
"methitural",NULL
"methocarbamol",5984
"methohexital",5755
"methopromazine",5364
"methoserpidine",NULL
"methotrexate",NULL
"methoxamine",6486
"methoxsalen",NULL
"methoxy polyethylene glycol-epoetin beta",NULL
"methoxyflurane",6019
"methoxyphenamine",4772
"methscopolamine",7740
"methscopolamine",5246
"methsuximide",NULL
"methyl aminolevulinate",7706
"methyl nicotinate",5594
"methyl salicylate",NULL
"methylatropine",7354
"methylchromone",NULL
"methylclothiazide",5722
"methyldopa",6164
"methyldopate",NULL
"methylephedrine",NULL
"methylergometrine",5765
"methylestrenolone",7022
"methylhexaneamine",5349
"methylhomatropine",6424
"methylnaltrexone",7308
"methylparaben",3974
"methylpentynol",6015
"methylphenidate",6167
"methylphenobarbital",NULL
"methylprednisolone",6587
"methylprednisolone aceponate",NULL
"methylprednisolone acetate",NULL
"methylprednisolone succinate",4832
"methylprednisolone suleptanate",NULL
"methylrosaniline",7364
"methylsulfonal",5334
"methyltestosterone",4153
"methylthioninium chloride",5142
"methylthiouracil",4382
"methyprylon",6220
"methysergide",5933
"metiazinic acid",6868
"meticillin",6747
"meticrane",3971
"metildigoxin",5656
"metipamide",6740
"metipranolol",5724
"metirosine",6535
"metisazone",4645
"metixene",4781
"metizoline",7365
"metochalcone",6585
"metoclopramide",NULL
"metofenazate",4683
"metofoline",5430
"metofoline",7709
"metolazone",4196
"metopimazine",6212
"metopon",5057
"metoprolol",6672
"metoserpate",NULL
"metralindole",4902
"metreleptin",7506
"metreleptin",3848
"metrifonate",7019
"metrizamide",NULL
"metrizoic acid",5782
"metronidazole",7095
"meturedepa",NULL
"metyrapone",5609
"mexazolam",7745
"mexazolam",7740
"mexazolam",4286
"mexazolam",7723
"mexenone",5759
"mexiletine",4455
"mezlocillin",4078
"mianserin",NULL
"mibefradil",NULL
"mibolerone",NULL
"micafungin",4136
"micinicate",NULL
"miconazole",NULL
"micronomicin",4600
"midazolam",4526
"midodrine",NULL
"midostaurin",NULL
"mifamurtide",6135
"mifepristone",NULL
"migalastat",NULL
"miglitol",6689
"miglustat",4830
"milbemycin oxime",NULL
"milnacipran",4405
"miloxacin",7747
"miloxacin",6068
"milrinone",6801
"miltefosine",4492
"milverine",NULL
"mimosine",5529
"minaprine",6021
"minaprine",7720
"minocycline",6033
"minodronic acid",3941
"minoxidil",6762
"miocamycin",5803
"mipomersen",7421
"mirabegron",5458
"mirodenafil",3884
"mirogabalin",NULL
"mirtazapine",4602
"mirtazapine",7709
"misoprostol",5271
"mitapivat",NULL
"mitiglinide",7090
"mitobronitol",7712
"mitobronitol",5615
"mitoguazone",NULL
"mitolactol",4402
"mitomycin",4983
"mitopodozide",5624
"mitotane",5093
"mitoxantrone",4118
"mivacurium",NULL
"mivotilate",6005
"mizolastine",7105
"mizoribine",6058
"mobocertinib",NULL
"moclobemide",NULL
"modafinil",3998
"moexipril",NULL
"mofebutazone",4878
"mofezolac",NULL
"mogamulizumab",7737
"mogamulizumab",3876
"molidustat",NULL
"molindone",NULL
"molnupiravir",NULL
"molsidomine",NULL
"Molybdenum Mo-99",4463
"mometasone furoate",NULL
"monensin",NULL
"monobenzone",NULL
"monoctanoin",6840
"monoxerutin",NULL
"montelukast",6504
"moperone",NULL
"mopidamol",NULL
"moprolol",NULL
"moquizone",4853
"moracizine",7088
"morantel",NULL
"morazone",6112
"morclofone",4406
"morinamide",5556
"morinidazole",NULL
"morniflumate",7366
"moroctocog alfa",NULL
"moroxydine",6163
"morphine",5015
"mosapramine",5418
"mosapride",NULL
"motretinide",5468
"moxastine",5955
"moxaverine",5231
"moxestrol",6244
"moxetumomab pasudotox",NULL
"moxidectin",NULL
"moxifloxacin",4764
"moxisylyte",5238
"moxonidine",6529
"mozavaptan",NULL
"mupirocin",6606
"mupirocin",7754
"muromonab-CD3",NULL
"muzolimine",6717
"mycophenolate mofetil",NULL
"mycophenolic acid",7754
"mycophenolic acid",7756
"mycophenolic acid",7737
"mycophenolic acid",6782
"mycophenolic acid",7735
"mydecamycin",4273
"myrophine",5175
"myrtecaine",NULL
"N-Acetylglucosamine",7307
"N-Acetyltyrosine",7154
"n-butyl chloride",NULL
"nabilone",4987
"nabiximols",NULL
"nabumetone",4267
"nadide",4489
"nadifloxacin",7017
"nadolol",4962
"nadoxolol",4479
"nadroparin calcium",NULL
"naepaine",5799
"nafamostat",6947
"nafarelin",6009
"nafcillin",5163
"nafiverine",NULL
"naftazone",NULL
"naftidrofuryl",5087
"naftifine",NULL
"naftopidil",4550
"nalbuphine",6915
"naldemedine",NULL
"nalfurafine",7367
"nalidixic acid",5559
"nalmefene",4655
"nalorphine",4376
"naloxegol",7512
"naloxone",5657
"naltrexone",5252
"nandrolone",4242
"nandrolone cyclotate",NULL
"nandrolone decanoate",NULL
"nandrolone phenpropionate",6201
"naphazoline",6893
"naproxcinod",7368
"naproxen",NULL
"narasin",NULL
"naratriptan",NULL
"narcobarbital",5337
"natalizumab",7640
"natamycin",6141
"nateglinide",5082
"naxitamab",NULL
"nealbarbital",5635
"nebivolol",5848
"necitumumab",7691
"nedocromil",4914
"nefazodone",3948
"nefiracetam",5833
"nefopam",6644
"nelarabine",7749
"nelarabine",6374
"nelfinavir",4264
"neltenexine",6905
"nemonapride",5435
"nemonoxacin",NULL
"neomycin",NULL
"neostigmine",4144
"nepafenac",NULL
"nepinalone",4654
"neratinib",NULL
"neridronic acid",7102
"nesiritide",4326
"netarsudil",NULL
"neticonazole",NULL
"netilmicin",5419
"netupitant",NULL
"nevirapine",5471
"nialamide",6252
"niaprazine",7715
"niaprazine",4799
"nicametate",6570
"nicarbazin",NULL
"nicardipine",6833
"nicergoline",6777
"niceritrol",5702
"niclofolan",5180
"niclosamide",5516
"nicoclonate",7082
"nicocodine",NULL
"nicofetamide",7369
"nicofibrate",4403
"nicofuranose",4003
"nicomol",NULL
"nicomorphine",4350
"nicorandil",6816
"nicotinamide",4473
"nicotine",5545
"nicotinic acid",5571
"nicotinyl alcohol",4787
"nicotinyl methylamide",7538
"nicotinyl methylamide",7726
"nicotinyl methylamide",7735
"nidroxyzone",5207
"nifedipine",NULL
"nifekalant",4060
"nifenalol",6547
"nifenazone",6995
"niflumic acid",5926
"nifuradene",4341
"nifuratel",5683
"nifurfoline",4095
"nifuroxazide",5641
"nifuroxime",6729
"nifurpirinol",5899
"nifurprazine",NULL
"nifurtimox",NULL
"nifurtoinol",6030
"nifurzide",4372
"nikethamide",6879
"nilotinib",NULL
"nilutamide",6016
"nilvadipine",6514
"nimesulide",5502
"nimetazepam",6569
"nimodipine",NULL
"nimorazole",4922
"nimustine",NULL
"nintedanib",7571
"niperotidine",6305
"nipradilol",4135
"niraparib",NULL
"niridazole",7718
"niridazole",5548
"niridazole",7710
"nirmatrelvir",NULL
"nisoldipine",4219
"nitazoxanide",5729
"nitenpyram",NULL
"nitisinone",4112
"nitracrine",7055
"nitrazepam",4339
"nitrefazole",7754
"nitrefazole",5720
"nitrefazole",7709
"nitrendipine",6783
"nitric oxide",NULL
"nitrofurantoin",6846
"nitrofurazone",6219
"nitrogen",NULL
"nitroprusside",7324
"nitrous oxide",NULL
"nitroxazepine",5824
"nitroxoline",5341
"nivolumab",7592
"nizatidine",5810
"nizofenone",5542
"nomegestrol",7257
"nomegestrol acetate",4988
"nomifensine",6340
"nonacog alfa",NULL
"nonoxinol",NULL
"nordazepam",6531
"nordefrin",7499
"norelgestromin",4863
"norepinephrine",4805
"norethandrolone",4553
"norethindrone acetate",5312
"norethindrone enanthate",7755
"norethindrone enanthate",7720
"norethindrone enanthate",7710
"norethindrone enanthate",7717
"norethindrone enanthate",5802
"norethisterone",5610
"norethynodrel",7737
"norethynodrel",6268
"norfenefrine",6300
"norfenefrine",7709
"norfloxacin",3975
"norgesterone",7709
"norgesterone",6745
"norgesterone",7737
"norgestimate",NULL
"norgestomet",NULL
"norgestrienone",NULL
"normethadone",4027
"norpipanone",4650
"nortriptyline",NULL
"norvinisterone",7711
"norvinisterone",4981
"noscapine",6125
"novobiocin",NULL
"noxiptiline",7050
"noxytiolin",4925
"nusinersen",NULL
"nystatin",4847
"obeticholic acid",NULL
"obidoxime",7372
"obiltoxaximab",NULL
"obinutuzumab",3891
"oclacitinib",NULL
"ocrelizumab",NULL
