"class_name1","class_id1","class_name2","class_id2","ddi_risk","description"
"aliskiren",6808,"enalapril",6054,"Significant","ALISKIREN/ENALAPRIL [VA Drug Interaction]"
"aliskiren",6808,"eprosartan",6396,"Significant","ALISKIREN/EPROSARTAN [VA Drug Interaction]"
"aliskiren",6808,"fosinopril",6826,"Significant","ALISKIREN/FOSINOPRIL [VA Drug Interaction]"
"aliskiren",6808,"lisinopril",6276,"Significant","ALISKIREN/LISINOPRIL [VA Drug Interaction]"
"aliskiren",6808,"losartan",6389,"Significant","ALISKIREN/LOSARTAN [VA Drug Interaction]"
"aliskiren",6808,"perindopril",5985,"Significant","ALISKIREN/PERINDOPRIL [VA Drug Interaction]"
"aliskiren",6808,"quinapril",6479,"Significant","ALISKIREN/QUINAPRIL [VA Drug Interaction]"
"aliskiren",6808,"ramipril",6359,"Significant","ALISKIREN/RAMIPRIL [VA Drug Interaction]"
"aliskiren",6808,"telmisartan",6747,"Significant","ALISKIREN/TELMISARTAN [VA Drug Interaction]"
"aliskiren",6808,"trandolapril",6436,"Significant","ALISKIREN/TRANDOLAPRIL [VA Drug Interaction]"
"aliskiren",6808,"valsartan",6467,"Significant","ALISKIREN/VALSARTAN [VA Drug Interaction]"
"clobazam",5281,"tamoxifen",6018,"Significant","CLOBAZAM/TAMOXIFEN [VA Drug Interaction]"
"romidepsin",6795,"boceprevir",7196,"Significant","BOCEPREVIR/ROMIDEPSIN [VA Drug Interaction]"
"romidepsin",6795,"conivaptan",6386,"Significant","CONIVAPTAN/ROMIDEPSIN [VA Drug Interaction]"
"romidepsin",6795,"posaconazole",6953,"Significant","POSACONAZOLE/ROMIDEPSIN [VA Drug Interaction]"
"romidepsin",6795,"telaprevir",7197,"Significant","ROMIDEPSIN/TELAPREVIR [VA Drug Interaction]"
"quinidine",5573,"telithromycin",7004,"Significant","QUINIDINE/TELITHROMYCIN [VA Drug Interaction]"
"boceprevir",7196,"darunavir",7167,"Critical","BOCEPREVIR/DARUNAVIR [VA Drug Interaction]"
"boceprevir",7196,"atazanavir",6955,"Critical","ATAZANAVIR/BOCEPREVIR [VA Drug Interaction]"
"boceprevir",7196,"lopinavir",6913,"Critical","BOCEPREVIR/LOPINAVIR [VA Drug Interaction]"
"ixabepilone",6732,"atazanavir",6955,"Significant","ATAZANAVIR/IXABEPILONE [VA Drug Interaction]"
"ixabepilone",6732,"boceprevir",7196,"Significant","BOCEPREVIR/IXABEPILONE [VA Drug Interaction]"
"ixabepilone",6732,"conivaptan",6386,"Significant","CONIVAPTAN/IXABEPILONE [VA Drug Interaction]"
"ixabepilone",6732,"lopinavir",6913,"Significant","IXABEPILONE/LOPINAVIR [VA Drug Interaction]"
"ixabepilone",6732,"posaconazole",6953,"Significant","IXABEPILONE/POSACONAZOLE [VA Drug Interaction]"
"ixabepilone",6732,"telaprevir",7197,"Significant","IXABEPILONE/TELAPREVIR [VA Drug Interaction]"
"levofloxacin",5924,"dronedarone",6813,"Significant","DRONEDARONE/LEVOFLOXACIN [VA Drug Interaction]"
"moxifloxacin",6243,"dronedarone",6813,"Significant","DRONEDARONE/MOXIFLOXACIN [VA Drug Interaction]"
"ciprofloxacin",5645,"dronedarone",6813,"Significant","CIPROFLOXACIN/DRONEDARONE [VA Drug Interaction]"
"norfloxacin",5515,"dronedarone",6813,"Significant","DRONEDARONE/NORFLOXACIN [VA Drug Interaction]"
"ofloxacin",5923,"dronedarone",6813,"Significant","DRONEDARONE/OFLOXACIN [VA Drug Interaction]"
"gemifloxacin",6160,"dronedarone",6813,"Significant","DRONEDARONE/GEMIFLOXACIN [VA Drug Interaction]"
"cilostazol",5999,"esomeprazole",5777,"Significant","CILOSTAZOL/ESOMEPRAZOLE [VA Drug Interaction]"
"axitinib",3935,"boceprevir",7196,"Significant","AXITINIB/BOCEPREVIR [VA Drug Interaction]"
"axitinib",3935,"clarithromycin",6969,"Significant","AXITINIB/CLARITHROMYCIN [VA Drug Interaction]"
"axitinib",3935,"conivaptan",6386,"Significant","AXITINIB/CONIVAPTAN [VA Drug Interaction]"
"axitinib",3935,"itraconazole",6956,"Significant","AXITINIB/ITRACONAZOLE [VA Drug Interaction]"
"axitinib",3935,"ketoconazole",6786,"Significant","AXITINIB/KETOCONAZOLE [VA Drug Interaction]"
"axitinib",3935,"lopinavir",6913,"Significant","AXITINIB/LOPINAVIR [VA Drug Interaction]"
"axitinib",3935,"ritonavir",6961,"Significant","AXITINIB/RITONAVIR [VA Drug Interaction]"
"axitinib",3935,"nefazodone",6611,"Significant","AXITINIB/NEFAZODONE [VA Drug Interaction]"
"axitinib",3935,"posaconazole",6953,"Significant","AXITINIB/POSACONAZOLE [VA Drug Interaction]"
"axitinib",3935,"saquinavir",6942,"Significant","AXITINIB/SAQUINAVIR [VA Drug Interaction]"
"axitinib",3935,"telaprevir",7197,"Significant","AXITINIB/TELAPREVIR [VA Drug Interaction]"
"axitinib",3935,"telithromycin",7004,"Significant","AXITINIB/TELITHROMYCIN [VA Drug Interaction]"
"axitinib",3935,"troleandomycin",7006,"Significant","AXITINIB/TROLEANDOMYCIN [VA Drug Interaction]"
"axitinib",3935,"voriconazole",5802,"Significant","AXITINIB/VORICONAZOLE [VA Drug Interaction]"
"axitinib",3935,"bosentan",6807,"Significant","AXITINIB/BOSENTAN [VA Drug Interaction]"
"axitinib",3935,"carbamazepine",4584,"Significant","AXITINIB/CARBAMAZEPINE [VA Drug Interaction]"
"axitinib",3935,"dexamethasone",6177,"Significant","AXITINIB/DEXAMETHASONE [VA Drug Interaction]"
"axitinib",3935,"efavirenz",5474,"Significant","AXITINIB/EFAVIRENZ [VA Drug Interaction]"
"axitinib",3935,"etravirine",6462,"Significant","AXITINIB/ETRAVIRINE [VA Drug Interaction]"
"axitinib",3935,"modafinil",4949,"Significant","AXITINIB/MODAFINIL [VA Drug Interaction]"
"axitinib",3935,"nafcillin",6336,"Significant","AXITINIB/NAFCILLIN [VA Drug Interaction]"
"axitinib",3935,"phenobarbital",4548,"Significant","AXITINIB/PHENOBARBITAL [VA Drug Interaction]"
"axitinib",3935,"phenytoin",4724,"Significant","AXITINIB/PHENYTOIN [VA Drug Interaction]"
"axitinib",3935,"primidone",4452,"Significant","AXITINIB/PRIMIDONE [VA Drug Interaction]"
"axitinib",3935,"rifapentine",7031,"Significant","AXITINIB/RIFAPENTINE [VA Drug Interaction]"
"boceprevir",7196,"alprazolam",5386,"Significant","ALPRAZOLAM/BOCEPREVIR [VA Drug Interaction]"
"telaprevir",7197,"alprazolam",5386,"Significant","ALPRAZOLAM/TELAPREVIR [VA Drug Interaction]"
"boceprevir",7196,"methadone",5396,"Significant","BOCEPREVIR/METHADONE [VA Drug Interaction]"
"boceprevir",7196,"buprenorphine",6597,"Significant","BOCEPREVIR/BUPRENORPHINE [VA Drug Interaction]"
"telaprevir",7197,"methadone",5396,"Significant","METHADONE/TELAPREVIR [VA Drug Interaction]"
"telaprevir",7197,"buprenorphine",6597,"Significant","BUPRENORPHINE/TELAPREVIR [VA Drug Interaction]"
"telaprevir",7197,"tenofovir",5092,"Significant","TELAPREVIR/TENOFOVIR [VA Drug Interaction]"
"domperidone",6403,"ketoconazole",6786,"Critical","DOMPERIDONE/KETOCONAZOLE [VA Drug Interaction]"
"itraconazole",6956,"nevirapine",4871,"Significant","ITRACONAZOLE/NEVIRAPINE [VA Drug Interaction]"
"eplerenone",6337,"amprenavir",6729,"Significant","AMPRENAVIR/EPLERENONE [VA Drug Interaction]"
"eplerenone",6337,"aprepitant",6789,"Significant","APREPITANT/EPLERENONE [VA Drug Interaction]"
"eplerenone",6337,"atazanavir",6955,"Significant","ATAZANAVIR/EPLERENONE [VA Drug Interaction]"
"eplerenone",6337,"ciprofloxacin",5645,"Significant","CIPROFLOXACIN/EPLERENONE [VA Drug Interaction]"
"eplerenone",6337,"darunavir",7167,"Significant","DARUNAVIR/EPLERENONE [VA Drug Interaction]"
"eplerenone",6337,"diltiazem",6338,"Significant","DILTIAZEM/EPLERENONE [VA Drug Interaction]"
"eplerenone",6337,"fosamprenavir",6859,"Significant","EPLERENONE/FOSAMPRENAVIR [VA Drug Interaction]"
"eplerenone",6337,"imatinib",6698,"Significant","EPLERENONE/IMATINIB [VA Drug Interaction]"
"eplerenone",6337,"boceprevir",7196,"Critical","BOCEPREVIR/EPLERENONE [VA Drug Interaction]"
"eplerenone",6337,"conivaptan",6386,"Critical","CONIVAPTAN/EPLERENONE [VA Drug Interaction]"
"eplerenone",6337,"posaconazole",6953,"Critical","EPLERENONE/POSACONAZOLE [VA Drug Interaction]"
"eplerenone",6337,"telaprevir",7197,"Critical","EPLERENONE/TELAPREVIR [VA Drug Interaction]"
"eplerenone",6337,"telithromycin",7004,"Critical","EPLERENONE/TELITHROMYCIN [VA Drug Interaction]"
"eplerenone",6337,"voriconazole",5802,"Critical","EPLERENONE/VORICONAZOLE [VA Drug Interaction]"
"lovastatin",6268,"troleandomycin",7006,"Critical","LOVASTATIN/TROLEANDOMYCIN [VA Drug Interaction]"
"pitavastatin",6383,"troleandomycin",7006,"Critical","PITAVASTATIN/TROLEANDOMYCIN [VA Drug Interaction]"
"pravastatin",6397,"clarithromycin",6969,"Critical","CLARITHROMYCIN/PRAVASTATIN [VA Drug Interaction]"
"pravastatin",6397,"erythromycin",6964,"Critical","ERYTHROMYCIN/PRAVASTATIN [VA Drug Interaction]"
"pravastatin",6397,"troleandomycin",7006,"Critical","PRAVASTATIN/TROLEANDOMYCIN [VA Drug Interaction]"
"simvastatin",6371,"troleandomycin",7006,"Critical","SIMVASTATIN/TROLEANDOMYCIN [VA Drug Interaction]"
"bretylium",4644,"gemifloxacin",6160,"Critical","BRETYLIUM/GEMIFLOXACIN [VA Drug Interaction]"
"bretylium",4644,"levofloxacin",5924,"Critical","BRETYLIUM/LEVOFLOXACIN [VA Drug Interaction]"
"bretylium",4644,"lomefloxacin",5816,"Critical","BRETYLIUM/LOMEFLOXACIN [VA Drug Interaction]"
"bretylium",4644,"moxifloxacin",6243,"Critical","BRETYLIUM/MOXIFLOXACIN [VA Drug Interaction]"
"bretylium",4644,"nalidixic acid",4549,"Critical","BRETYLIUM/NALIDIXIC ACID [VA Drug Interaction]"
"bretylium",4644,"norfloxacin",5515,"Critical","BRETYLIUM/NORFLOXACIN [VA Drug Interaction]"
"bretylium",4644,"ofloxacin",5923,"Critical","BRETYLIUM/OFLOXACIN [VA Drug Interaction]"
"disopyramide",5720,"ciprofloxacin",5645,"Significant","CIPROFLOXACIN/DISOPYRAMIDE [VA Drug Interaction]"
"disopyramide",5720,"gemifloxacin",6160,"Significant","DISOPYRAMIDE/GEMIFLOXACIN [VA Drug Interaction]"
"disopyramide",5720,"levofloxacin",5924,"Significant","DISOPYRAMIDE/LEVOFLOXACIN [VA Drug Interaction]"
"disopyramide",5720,"moxifloxacin",6243,"Significant","DISOPYRAMIDE/MOXIFLOXACIN [VA Drug Interaction]"
"disopyramide",5720,"nalidixic acid",4549,"Significant","DISOPYRAMIDE/NALIDIXIC ACID [VA Drug Interaction]"
"disopyramide",5720,"norfloxacin",5515,"Significant","DISOPYRAMIDE/NORFLOXACIN [VA Drug Interaction]"
"disopyramide",5720,"ofloxacin",5923,"Significant","DISOPYRAMIDE/OFLOXACIN [VA Drug Interaction]"
"dofetilide",6496,"ciprofloxacin",5645,"Significant","CIPROFLOXACIN/DOFETILIDE [VA Drug Interaction]"
"dofetilide",6496,"nalidixic acid",4549,"Significant","DOFETILIDE/NALIDIXIC ACID [VA Drug Interaction]"
"dronedarone",6813,"nalidixic acid",4549,"Significant","DRONEDARONE/NALIDIXIC ACID [VA Drug Interaction]"
"procainamide",4578,"ciprofloxacin",5645,"Significant","CIPROFLOXACIN/PROCAINAMIDE [VA Drug Interaction]"
"procainamide",4578,"gemifloxacin",6160,"Critical","GEMIFLOXACIN/PROCAINAMIDE [VA Drug Interaction]"
"levofloxacin",5924,"procainamide",4578,"Critical","LEVOFLOXACIN/PROCAINAMIDE [VA Drug Interaction]"
"procainamide",4578,"nalidixic acid",4549,"Critical","NALIDIXIC ACID/PROCAINAMIDE [VA Drug Interaction]"
"procainamide",4578,"norfloxacin",5515,"Critical","NORFLOXACIN/PROCAINAMIDE [VA Drug Interaction]"
"procainamide",4578,"ofloxacin",5923,"Critical","OFLOXACIN/PROCAINAMIDE [VA Drug Interaction]"
"quinidine",5573,"ciprofloxacin",5645,"Significant","CIPROFLOXACIN/QUINIDINE [VA Drug Interaction]"
"quinidine",5573,"gemifloxacin",6160,"Critical","GEMIFLOXACIN/QUINIDINE [VA Drug Interaction]"
"quinidine",5573,"levofloxacin",5924,"Critical","LEVOFLOXACIN/QUINIDINE [VA Drug Interaction]"
"quinidine",5573,"nalidixic acid",4549,"Critical","NALIDIXIC ACID/QUINIDINE [VA Drug Interaction]"
"quinidine",5573,"norfloxacin",5515,"Critical","NORFLOXACIN/QUINIDINE [VA Drug Interaction]"
"quinidine",5573,"ofloxacin",5923,"Critical","OFLOXACIN/QUINIDINE [VA Drug Interaction]"
"sotalol",4940,"gemifloxacin",6160,"Critical","GEMIFLOXACIN/SOTALOL [VA Drug Interaction]"
"sotalol",4940,"nalidixic acid",4549,"Critical","NALIDIXIC ACID/SOTALOL [VA Drug Interaction]"
"bortezomib",6118,"carbamazepine",4584,"Significant","BORTEZOMIB/CARBAMAZEPINE [VA Drug Interaction]"
"bortezomib",6118,"dexamethasone",6177,"Significant","BORTEZOMIB/DEXAMETHASONE [VA Drug Interaction]"
"bortezomib",6118,"phenobarbital",4548,"Significant","BORTEZOMIB/PHENOBARBITAL [VA Drug Interaction]"
"bortezomib",6118,"phenytoin",4724,"Significant","BORTEZOMIB/PHENYTOIN [VA Drug Interaction]"
"bortezomib",6118,"primidone",4452,"Significant","BORTEZOMIB/PRIMIDONE [VA Drug Interaction]"
"bortezomib",6118,"rifabutin",7026,"Significant","BORTEZOMIB/RIFABUTIN [VA Drug Interaction]"
"fosaprepitant",7400,"vardenafil",6685,"Critical","FOSAPREPITANT/VARDENAFIL [VA Drug Interaction]"
"amiodarone",6920,"colchicine",6230,"Significant","AMIODARONE/COLCHICINE [VA Drug Interaction]"
"aripiprazole",6520,"cabergoline",6530,"Significant","ARIPIPRAZOLE/CABERGOLINE [VA Drug Interaction]"
"aripiprazole",6520,"entacapone",5338,"Significant","ARIPIPRAZOLE/ENTACAPONE [VA Drug Interaction]"
"aripiprazole",6520,"levodopa",4329,"Significant","ARIPIPRAZOLE/LEVODOPA [VA Drug Interaction]"
"aripiprazole",6520,"pergolide",5461,"Significant","ARIPIPRAZOLE/PERGOLIDE [VA Drug Interaction]"
"aripiprazole",6520,"pramipexole",4407,"Significant","ARIPIPRAZOLE/PRAMIPEXOLE [VA Drug Interaction]"
"chlorpromazine",5511,"cabergoline",6530,"Significant","CABERGOLINE/CHLORPROMAZINE [VA Drug Interaction]"
"chlorpromazine",5511,"entacapone",5338,"Significant","CHLORPROMAZINE/ENTACAPONE [VA Drug Interaction]"
"chlorpromazine",5511,"levodopa",4329,"Significant","CHLORPROMAZINE/LEVODOPA [VA Drug Interaction]"
"chlorpromazine",5511,"pergolide",5461,"Significant","CHLORPROMAZINE/PERGOLIDE [VA Drug Interaction]"
"chlorpromazine",5511,"pramipexole",4407,"Significant","CHLORPROMAZINE/PRAMIPEXOLE [VA Drug Interaction]"
"droperidol",6076,"cabergoline",6530,"Significant","CABERGOLINE/DROPERIDOL [VA Drug Interaction]"
"droperidol",6076,"entacapone",5338,"Significant","DROPERIDOL/ENTACAPONE [VA Drug Interaction]"
"droperidol",6076,"levodopa",4329,"Significant","DROPERIDOL/LEVODOPA [VA Drug Interaction]"
"droperidol",6076,"pergolide",5461,"Significant","DROPERIDOL/PERGOLIDE [VA Drug Interaction]"
"droperidol",6076,"pramipexole",4407,"Significant","DROPERIDOL/PRAMIPEXOLE [VA Drug Interaction]"
"fluphenazine",6475,"cabergoline",6530,"Significant","CABERGOLINE/FLUPHENAZINE [VA Drug Interaction]"
"fluphenazine",6475,"entacapone",5338,"Significant","ENTACAPONE/FLUPHENAZINE [VA Drug Interaction]"
"fluphenazine",6475,"levodopa",4329,"Significant","FLUPHENAZINE/LEVODOPA [VA Drug Interaction]"
"fluphenazine",6475,"pergolide",5461,"Significant","FLUPHENAZINE/PERGOLIDE [VA Drug Interaction]"
"fluphenazine",6475,"pramipexole",4407,"Significant","FLUPHENAZINE/PRAMIPEXOLE [VA Drug Interaction]"
"haloperidol",6049,"cabergoline",6530,"Significant","CABERGOLINE/HALOPERIDOL [VA Drug Interaction]"
"haloperidol",6049,"entacapone",5338,"Significant","ENTACAPONE/HALOPERIDOL [VA Drug Interaction]"
"haloperidol",6049,"levodopa",4329,"Significant","HALOPERIDOL/LEVODOPA [VA Drug Interaction]"
"haloperidol",6049,"pergolide",5461,"Significant","HALOPERIDOL/PERGOLIDE [VA Drug Interaction]"
"haloperidol",6049,"pramipexole",4407,"Significant","HALOPERIDOL/PRAMIPEXOLE [VA Drug Interaction]"
"loxapine",5610,"cabergoline",6530,"Significant","CABERGOLINE/LOXAPINE [VA Drug Interaction]"
"loxapine",5610,"entacapone",5338,"Significant","ENTACAPONE/LOXAPINE [VA Drug Interaction]"
"loxapine",5610,"levodopa",4329,"Significant","LEVODOPA/LOXAPINE [VA Drug Interaction]"
"loxapine",5610,"pergolide",5461,"Significant","LOXAPINE/PERGOLIDE [VA Drug Interaction]"
"loxapine",5610,"pramipexole",4407,"Significant","LOXAPINE/PRAMIPEXOLE [VA Drug Interaction]"
"molindone",4970,"cabergoline",6530,"Significant","CABERGOLINE/MOLINDONE [VA Drug Interaction]"
"molindone",4970,"entacapone",5338,"Significant","ENTACAPONE/MOLINDONE [VA Drug Interaction]"
"molindone",4970,"levodopa",4329,"Significant","LEVODOPA/MOLINDONE [VA Drug Interaction]"
"molindone",4970,"pergolide",5461,"Significant","MOLINDONE/PERGOLIDE [VA Drug Interaction]"
"molindone",4970,"pramipexole",4407,"Significant","MOLINDONE/PRAMIPEXOLE [VA Drug Interaction]"
"olanzapine",5433,"cabergoline",6530,"Significant","CABERGOLINE/OLANZAPINE [VA Drug Interaction]"
"olanzapine",5433,"entacapone",5338,"Significant","ENTACAPONE/OLANZAPINE [VA Drug Interaction]"
"olanzapine",5433,"levodopa",4329,"Significant","LEVODOPA/OLANZAPINE [VA Drug Interaction]"
"olanzapine",5433,"pergolide",5461,"Significant","OLANZAPINE/PERGOLIDE [VA Drug Interaction]"
"olanzapine",5433,"pramipexole",4407,"Significant","OLANZAPINE/PRAMIPEXOLE [VA Drug Interaction]"
"perphenazine",6257,"cabergoline",6530,"Significant","CABERGOLINE/PERPHENAZINE [VA Drug Interaction]"
"perphenazine",6257,"entacapone",5338,"Significant","ENTACAPONE/PERPHENAZINE [VA Drug Interaction]"
"perphenazine",6257,"levodopa",4329,"Significant","LEVODOPA/PERPHENAZINE [VA Drug Interaction]"
"perphenazine",6257,"pergolide",5461,"Significant","PERGOLIDE/PERPHENAZINE [VA Drug Interaction]"
"perphenazine",6257,"pramipexole",4407,"Significant","PERPHENAZINE/PRAMIPEXOLE [VA Drug Interaction]"
"pimozide",6572,"cabergoline",6530,"Significant","CABERGOLINE/PIMOZIDE [VA Drug Interaction]"
"pimozide",6572,"entacapone",5338,"Significant","ENTACAPONE/PIMOZIDE [VA Drug Interaction]"
"pimozide",6572,"levodopa",4329,"Significant","LEVODOPA/PIMOZIDE [VA Drug Interaction]"
"pimozide",6572,"pergolide",5461,"Significant","PERGOLIDE/PIMOZIDE [VA Drug Interaction]"
"pimozide",6572,"pramipexole",4407,"Significant","PIMOZIDE/PRAMIPEXOLE [VA Drug Interaction]"
"prochlorperazine",6038,"cabergoline",6530,"Significant","CABERGOLINE/PROCHLORPERAZINE [VA Drug Interaction]"
"prochlorperazine",6038,"entacapone",5338,"Significant","ENTACAPONE/PROCHLORPERAZINE [VA Drug Interaction]"
"prochlorperazine",6038,"levodopa",4329,"Significant","LEVODOPA/PROCHLORPERAZINE [VA Drug Interaction]"
"prochlorperazine",6038,"pergolide",5461,"Significant","PERGOLIDE/PROCHLORPERAZINE [VA Drug Interaction]"
"prochlorperazine",6038,"pramipexole",4407,"Significant","PRAMIPEXOLE/PROCHLORPERAZINE [VA Drug Interaction]"
"promazine",5056,"cabergoline",6530,"Significant","CABERGOLINE/PROMAZINE [VA Drug Interaction]"
"promazine",5056,"entacapone",5338,"Significant","ENTACAPONE/PROMAZINE [VA Drug Interaction]"
"promazine",5056,"levodopa",4329,"Significant","LEVODOPA/PROMAZINE [VA Drug Interaction]"
"promazine",5056,"pergolide",5461,"Significant","PERGOLIDE/PROMAZINE [VA Drug Interaction]"
"promazine",5056,"pramipexole",4407,"Significant","PRAMIPEXOLE/PROMAZINE [VA Drug Interaction]"
"promethazine",5055,"cabergoline",6530,"Significant","CABERGOLINE/PROMETHAZINE [VA Drug Interaction]"
"promethazine",5055,"entacapone",5338,"Significant","ENTACAPONE/PROMETHAZINE [VA Drug Interaction]"
"promethazine",5055,"levodopa",4329,"Significant","LEVODOPA/PROMETHAZINE [VA Drug Interaction]"
"promethazine",5055,"pergolide",5461,"Significant","PERGOLIDE/PROMETHAZINE [VA Drug Interaction]"
"promethazine",5055,"pramipexole",4407,"Significant","PRAMIPEXOLE/PROMETHAZINE [VA Drug Interaction]"
"propiomazine",5734,"cabergoline",6530,"Significant","CABERGOLINE/PROPIOMAZINE [VA Drug Interaction]"
"propiomazine",5734,"entacapone",5338,"Significant","ENTACAPONE/PROPIOMAZINE [VA Drug Interaction]"
"propiomazine",5734,"levodopa",4329,"Significant","LEVODOPA/PROPIOMAZINE [VA Drug Interaction]"
"propiomazine",5734,"pergolide",5461,"Significant","PERGOLIDE/PROPIOMAZINE [VA Drug Interaction]"
"propiomazine",5734,"pramipexole",4407,"Significant","PRAMIPEXOLE/PROPIOMAZINE [VA Drug Interaction]"
"thioridazine",6010,"cabergoline",6530,"Significant","CABERGOLINE/THIORIDAZINE [VA Drug Interaction]"
"thioridazine",6010,"entacapone",5338,"Significant","ENTACAPONE/THIORIDAZINE [VA Drug Interaction]"
"thioridazine",6010,"levodopa",4329,"Significant","LEVODOPA/THIORIDAZINE [VA Drug Interaction]"
"thioridazine",6010,"pergolide",5461,"Significant","PERGOLIDE/THIORIDAZINE [VA Drug Interaction]"
"thioridazine",6010,"pramipexole",4407,"Significant","PRAMIPEXOLE/THIORIDAZINE [VA Drug Interaction]"
"thiothixene",6499,"cabergoline",6530,"Significant","CABERGOLINE/THIOTHIXENE [VA Drug Interaction]"
"thiothixene",6499,"entacapone",5338,"Significant","ENTACAPONE/THIOTHIXENE [VA Drug Interaction]"
"thiothixene",6499,"levodopa",4329,"Significant","LEVODOPA/THIOTHIXENE [VA Drug Interaction]"
"thiothixene",6499,"pergolide",5461,"Significant","PERGOLIDE/THIOTHIXENE [VA Drug Interaction]"
"thiothixene",6499,"pramipexole",4407,"Significant","PRAMIPEXOLE/THIOTHIXENE [VA Drug Interaction]"
"trifluoperazine",6290,"cabergoline",6530,"Significant","CABERGOLINE/TRIFLUOPERAZINE [VA Drug Interaction]"
"trifluoperazine",6290,"entacapone",5338,"Significant","ENTACAPONE/TRIFLUOPERAZINE [VA Drug Interaction]"
"trifluoperazine",6290,"levodopa",4329,"Significant","LEVODOPA/TRIFLUOPERAZINE [VA Drug Interaction]"
"trifluoperazine",6290,"pergolide",5461,"Significant","PERGOLIDE/TRIFLUOPERAZINE [VA Drug Interaction]"
"trifluoperazine",6290,"pramipexole",4407,"Significant","PRAMIPEXOLE/TRIFLUOPERAZINE [VA Drug Interaction]"
"saxagliptin",5470,"atazanavir",6955,"Critical","ATAZANAVIR/SAXAGLIPTIN [VA Drug Interaction]"
"saxagliptin",5470,"boceprevir",7196,"Critical","BOCEPREVIR/SAXAGLIPTIN [VA Drug Interaction]"
"saxagliptin",5470,"clarithromycin",6969,"Critical","CLARITHROMYCIN/SAXAGLIPTIN [VA Drug Interaction]"
"saxagliptin",5470,"conivaptan",6386,"Critical","CONIVAPTAN/SAXAGLIPTIN [VA Drug Interaction]"
"saxagliptin",5470,"itraconazole",6956,"Critical","ITRACONAZOLE/SAXAGLIPTIN [VA Drug Interaction]"
"saxagliptin",5470,"ketoconazole",6786,"Critical","KETOCONAZOLE/SAXAGLIPTIN [VA Drug Interaction]"
"saxagliptin",5470,"nefazodone",6611,"Critical","NEFAZODONE/SAXAGLIPTIN [VA Drug Interaction]"
"saxagliptin",5470,"posaconazole",6953,"Critical","POSACONAZOLE/SAXAGLIPTIN [VA Drug Interaction]"
"saxagliptin",5470,"ritonavir",6961,"Critical","RITONAVIR/SAXAGLIPTIN [VA Drug Interaction]"
"saxagliptin",5470,"saquinavir",6942,"Critical","SAQUINAVIR/SAXAGLIPTIN [VA Drug Interaction]"
"saxagliptin",5470,"telaprevir",7197,"Critical","SAXAGLIPTIN/TELAPREVIR [VA Drug Interaction]"
"saxagliptin",5470,"telithromycin",7004,"Critical","SAXAGLIPTIN/TELITHROMYCIN [VA Drug Interaction]"
"saxagliptin",5470,"voriconazole",5802,"Critical","SAXAGLIPTIN/VORICONAZOLE [VA Drug Interaction]"
"dronedarone",6813,"boceprevir",7196,"Critical","BOCEPREVIR/DRONEDARONE [VA Drug Interaction]"
"dronedarone",6813,"conivaptan",6386,"Critical","CONIVAPTAN/DRONEDARONE [VA Drug Interaction]"
"dronedarone",6813,"telaprevir",7197,"Critical","DRONEDARONE/TELAPREVIR [VA Drug Interaction]"
"voriconazole",5802,"carbamazepine",4584,"Critical","CARBAMAZEPINE/VORICONAZOLE [VA Drug Interaction]"
"voriconazole",5802,"phenobarbital",4548,"Critical","PHENOBARBITAL/VORICONAZOLE [VA Drug Interaction]"
"voriconazole",5802,"primidone",4452,"Critical","PRIMIDONE/VORICONAZOLE [VA Drug Interaction]"
"darifenacin",6409,"atazanavir",6955,"Significant","ATAZANAVIR/DARIFENACIN [VA Drug Interaction]"
"darifenacin",6409,"boceprevir",7196,"Significant","BOCEPREVIR/DARIFENACIN [VA Drug Interaction]"
"darifenacin",6409,"conivaptan",6386,"Significant","CONIVAPTAN/DARIFENACIN [VA Drug Interaction]"
"darifenacin",6409,"posaconazole",6953,"Significant","DARIFENACIN/POSACONAZOLE [VA Drug Interaction]"
"darifenacin",6409,"saquinavir",6942,"Significant","DARIFENACIN/SAQUINAVIR [VA Drug Interaction]"
"darifenacin",6409,"telaprevir",7197,"Significant","DARIFENACIN/TELAPREVIR [VA Drug Interaction]"
"darifenacin",6409,"telithromycin",7004,"Significant","DARIFENACIN/TELITHROMYCIN [VA Drug Interaction]"
"darifenacin",6409,"voriconazole",5802,"Significant","DARIFENACIN/VORICONAZOLE [VA Drug Interaction]"
"fesoterodine",7129,"atazanavir",6955,"Significant","ATAZANAVIR/FESOTERODINE [VA Drug Interaction]"
"fesoterodine",7129,"boceprevir",7196,"Significant","BOCEPREVIR/FESOTERODINE [VA Drug Interaction]"
"fesoterodine",7129,"conivaptan",6386,"Significant","CONIVAPTAN/FESOTERODINE [VA Drug Interaction]"
"fesoterodine",7129,"nefazodone",6611,"Significant","FESOTERODINE/NEFAZODONE [VA Drug Interaction]"
"fesoterodine",7129,"posaconazole",6953,"Significant","FESOTERODINE/POSACONAZOLE [VA Drug Interaction]"
"fesoterodine",7129,"ritonavir",6961,"Significant","FESOTERODINE/RITONAVIR [VA Drug Interaction]"
"fesoterodine",7129,"saquinavir",6942,"Significant","FESOTERODINE/SAQUINAVIR [VA Drug Interaction]"
"fesoterodine",7129,"telaprevir",7197,"Significant","FESOTERODINE/TELAPREVIR [VA Drug Interaction]"
"fesoterodine",7129,"telithromycin",7004,"Significant","FESOTERODINE/TELITHROMYCIN [VA Drug Interaction]"
